epic, name, current price (p), day change (p), day change (%)
3IN;3i Infrastructure plc;327.00;0.00;0.00%
FOUR;4imprint Group plc;4,280.00;+60.00;+1.42%
888;888 Holdings;102.50;-2.20;-2.10%
ASL;Aberforth Smaller Companies Trust plc;1,310.00;+18.00;+1.39%
ABDN;Abrdn plc;201.70;+1.30;+0.65%
APEO;Abrdn Private Equity Opportunities Trust plc;422.00;-9.00;-2.09%
AJB;AJ Bell Plc;390.00;+30.00;+8.33%
ATST;Alliance Trust plc;970.00;-11.00;-1.12%
ATT;Allianz Technology Trust plc;219.00;-4.00;-1.79%
APAX;Apax Global Alpha Limited;180.00;-3.00;-1.64%
ASCL;Ascential Plc;226.20;-1.20;-0.53%
ASHM;Ashmore Group plc;230.80;+1.20;+0.52%
ASC;ASOS plc;640.00;-3.50;-0.54%
AGR;Assura plc;55.75;+1.10;+2.01%
AML;Aston Martin Lagonda;142.55;+6.55;+4.82%
ATG;Auction Technology Group plc;747.00;-41.00;-5.20%
AGT;AVI Global Trust plc;196.00;-3.00;-1.51%
BAB;Babcock International Group;291.00;-4.00;-1.36%
BGFD;Baillie Gifford Japan Trust plc;772.00;-20.00;-2.53%
BCPT;Balanced Commercial Property Trust Ltd;92.10;-0.20;-0.22%
BBY;Balfour Beatty plc;325.80;-2.20;-0.67%
BCG;Baltic Classifieds Group plc;148.60;-1.40;-0.93%
BGEO;Bank Of Georgia Group Plc;2,585.00;+75.00;+2.99%
BNKR;Bankers Investment Trust plc;101.20;-1.40;-1.36%
BBGI;BBGI Global Infrastructure S.A.;157.80;-3.20;-1.99%
BEZ;Beazley plc;649.00;-18.50;-2.77%
BBH;Bellevue Healthcare Trust plc;158.00;-2.00;-1.25%
BWY;Bellway plc;1,944.00;-14.00;-0.72%
BHMG;BH Macro Ltd (GBP);4,625.00;-5.00;-0.11%
BIFF;Biffa plc;407.20;0.00;0.00%
BYG;Big Yellow Group;1,149.00;+26.00;+2.32%
BRSC;BlackRock Smaller Companies Trust plc;1,370.00;-6.00;-0.44%
THRG;BlackRock Throgmorton Trust plc;616.00;+8.00;+1.32%
BRWM;BlackRock World Mining Trust plc;687.00;-14.00;-2.00%
BSIF;Bluefield Solar Income Fund Limited;137.50;-3.00;-2.14%
BOY;Bodycote plc;599.50;+0.50;+0.08%
BPT;Bridgepoint Group plc;204.40;-8.20;-3.86%
BVIC;Britvic plc;821.50;+3.00;+0.37%
BYIT;Bytes Technology Group plc;429.60;+3.00;+0.70%
CCR;C & C Group plc;182.70;-0.50;-0.27%
CLDN;Caledonia Investments plc;3,845.00;-125.00;-3.15%
CAPC;Capital & Counties Properties plc;102.90;+0.90;+0.88%
CGT;Capital Gearing Trust plc;4,960.00;-70.00;-1.39%
CNE;Capricorn Energy Plc;249.60;-3.20;-1.27%
CCL;Carnival plc;696.60;-29.20;-4.02%
CEY;Centamin plc;108.30;-0.20;-0.18%
CHG;Chemring Group plc;303.50;-6.00;-1.94%
CTY;City Of London Investment Trust;408.00;-4.00;-0.97%
CKN;Clarkson plc;3,105.00;-20.00;-0.64%
CBG;Close Brothers Group plc;1,094.00;+6.00;+0.55%
CLI;CLS Holdings plc;158.00;+0.60;+0.38%
CMCX;CMC Markets Plc;232.50;-3.50;-1.48%
COA;Coats Group plc;67.20;-0.10;-0.15%
CCC;Computacenter plc;2,042.00;-2.00;-0.10%
GLO;ContourGlobal plc;251.00;+0.50;+0.20%
CWK;Cranswick plc;3,140.00;+52.00;+1.68%
CRST;Crest Nicholson Holdings plc;229.80;-2.80;-1.20%
CURY;Currys plc;77.30;+1.05;+1.38%
DARK;Darktrace plc;361.40;+5.60;+1.57%
DLN;Derwent London plc;2,360.00;+2.00;+0.08%
DPLM;Diploma plc;2,930.00;+10.00;+0.34%
DLG;Direct Line Insurance Group plc;206.80;-1.70;-0.82%
DSCV;DiscoverIE Group plc;833.00;-7.00;-0.83%
DEC;Diversified Energy Company Plc;124.40;-1.50;-1.19%
DOM;Domino's Pizza Group plc;295.20;+5.20;+1.79%
DOCS;Dr Martens plc;208.40;-2.20;-1.04%
DRX;Drax Group plc;616.50;0.00;0.00%
DNLM;Dunelm Group Plc;1,022.00;+15.00;+1.49%
EZJ;easyJet plc;391.50;+3.90;+1.01%
EDIN;Edinburgh Investment Trust plc;633.00;-7.00;-1.09%
EWI;Edinburgh Worldwide Investment Trust;183.00;-1.40;-0.76%
ELM;Elementis plc;116.90;+0.70;+0.60%
ENOG;Energean;1,365.00;-124.00;-8.33%
ESNT;Essentra Plc;250.00;+1.50;+0.60%
EOT;European Opportunities Trust plc;749.00;-7.00;-0.93%
FDM;FDM Group plc;751.00;-9.00;-1.18%
FXPO;Ferrexpo plc;151.80;+3.40;+2.29%
FCSS;Fidelity China Special Situations PLC;225.00;+1.50;+0.67%
FEML;Fidelity Emerging Markets Limited;616.00;+0.60;+0.10%
FEV;Fidelity European Trust plc;322.50;-2.50;-0.77%
FSV;Fidelity Special Values plc;275.00;-5.00;-1.79%
FGT;Finsbury Growth & Income Trust plc;873.00;+5.00;+0.58%
FGP;FirstGroup plc;104.00;-0.10;-0.10%
FSFL;Foresight Solar Fund Ltd;117.00;-2.40;-2.01%
FUTR;Future plc;1,472.00;-14.00;-0.94%
GAW;Games Workshop Group;7,400.00;-30.00;-0.40%
GCP;GCP Infrastructure Investments Ltd;97.90;-0.30;-0.31%
GEN;Genuit Group plc;322.00;-3.00;-0.92%
GNS;Genus plc;3,020.00;+50.00;+1.68%
GFTU;Grafton Group;795.50;+1.70;+0.21%
GRI;Grainger Plc;244.20;+2.40;+0.99%
GPE;Great Portland Estates;500.50;-2.00;-0.40%
UKW;Greencoat UK Wind plc;151.50;-1.30;-0.85%
GRG;Greggs Plc;2,384.00;+48.00;+2.05%
HMSO;Hammerson Plc;23.55;+0.49;+2.12%
HVPE;Harbourvest Global Private Equity;2,280.00;-60.00;-2.56%
HAS;Hays plc;120.40;+0.40;+0.33%
HTWS;Helios Towers plc;118.10;+2.30;+1.99%
HSL;Henderson Smaller Cos Investment Trust plc;842.00;-12.00;-1.41%
HRI;Herald Investment Trust plc;1,830.00;-14.00;-0.76%
HGT;HG Capital Trust plc;358.50;-14.00;-3.76%
HICL;HICL Infrastructure plc;163.00;-2.20;-1.33%
HIK;Hikma Pharmaceuticals;1,529.50;-12.00;-0.78%
HILS;Hill & Smith Plc;1,194.00;+8.00;+0.67%
HFG;Hilton Food Group Plc;539.00;+4.00;+0.75%
SONG;Hipgnosis Songs fund Ltd;83.40;-3.10;-3.58%
HSX;Hiscox Ltd;1,022.00;+0.50;+0.05%
HOME;Home REIT plc;52.90;+1.90;+3.73%
HWDN;Howden Joinery Group Plc;596.80;-2.40;-0.40%
IBST;Ibstock plc;159.50;-1.40;-0.87%
ICGT;ICG Enterprise Trust plc;1,202.00;+6.00;+0.50%
IGG;IG Group Holdings Plc;820.50;-16.00;-1.91%
IMI;IMI plc;1,376.00;-11.00;-0.79%
IEM;Impax Environmental Markets plc;427.00;-5.00;-1.16%
INCH;Inchcape plc;836.50;-15.50;-1.82%
INDV;Indivior plc;1,720.00;+17.00;+1.00%
IHP;Integrafin Holdings Plc;298.60;+3.60;+1.22%
IDS;International Distributions Services Plc;234.50;+2.20;+0.95%
INPP;International Public Partnerships Limited;148.40;-2.20;-1.46%
INVP;Investec Plc;485.10;+15.50;+3.30%
IPO;IP Group Plc;67.50;+0.20;+0.30%
ITV;ITV plc;76.06;+1.48;+1.98%
IWG;IWG plc;167.05;+2.25;+1.37%
JDW;J D Wetherspoon plc;447.60;+1.80;+0.40%
JLEN;JLEN Environmental Assets Group Ltd;123.40;-1.20;-0.96%
JMAT;Johnson Matthey Plc;2,118.00;+31.00;+1.49%
JAM;JPMorgan American Investment Trust plc;719.00;-3.00;-0.42%
JMG;JPMorgan Emerging Markets Investment Trust plc;107.20;-0.40;-0.37%
JEDT;JPMorgan European Discovery Trust plc;410.00;-6.00;-1.44%
JGGI;JPMorgan Global Growth & Income plc;433.00;-6.50;-1.48%
JII;JPMorgan Indian Investment Trust plc;870.00;+6.00;+0.69%
JFJ;JPMorgan Japanese Investment Trust plc;480.50;-5.50;-1.13%
JTC;JTC Plc;804.00;-1.00;-0.12%
JUP;Jupiter Fund Management PLC;128.90;-0.40;-0.31%
JUST;Just Group plc;77.50;+0.40;+0.52%
KNOS;Kainos Group plc;1,638.00;+24.00;+1.49%
LRE;Lancashire Holdings;593.50;-12.50;-2.06%
LWDB;Law Debenture Corporation plc;780.00;-3.00;-0.38%
LIO;Liontrust Asset Management;1,122.00;-8.00;-0.71%
LMP;LondonMetric Property plc;181.40;+3.50;+1.97%
LXI;LXI REIT plc;115.00;+1.20;+1.05%
EMG;Man Group plc;213.60;-3.10;-1.43%
MKS;Marks & Spencer Group plc;123.15;+0.60;+0.49%
MSLH;Marshalls Plc;288.80;0.00;0.00%
MDC;Mediclinic International plc;495.20;-2.00;-0.40%
MRC;Mercantile Investment Trust Plc;202.50;-1.00;-0.49%
MRCH;Merchants Trust plc;562.00;-3.00;-0.53%
MCRO;Micro Focus International plc;522.00;-0.20;-0.04%
MAB;Mitchells & Butlers Plc;144.20;+0.30;+0.21%
MTO;Mitie Group;76.00;+0.60;+0.80%
GROW;Molten Ventures plc;407.40;-13.80;-3.28%
MONY;Moneysupermarket.Com;195.20;-1.50;-0.76%
MNKS;Monks Investment Trust plc;1,003.00;-3.00;-0.30%
MOON;Moonpig Group Plc;163.10;+1.70;+1.05%
MGAM;Morgan Advanced Materials plc;306.50;+2.00;+0.66%
MGNS;Morgan Sindall Group Plc;1,620.00;-4.00;-0.25%
MUT;Murray Income Trust plc;835.00;-10.00;-1.18%
MYI;Murray International Trust plc;1,334.00;-16.00;-1.19%
NEX;National Express;171.80;-0.70;-0.41%
NBPE;NB Private Equity Partners Ltd;1,595.00;-50.00;-3.04%
NCC;NCC Group plc;211.00;-3.50;-1.63%
NETW;Network International Holdings;356.00;+7.20;+2.06%
NESF;NextEnergy Solar Fund Ltd;110.60;-0.40;-0.36%
N91;Ninety One plc;192.00;+1.10;+0.58%
ORIT;Octopus Renewables Infrastructure Trust plc;97.70;-1.70;-1.71%
OSB;OSB Group plc;477.60;-6.00;-1.24%
OXIG;Oxford Instruments plc;2,200.00;0.00;0.00%
PAGE;PageGroup plc;486.60;-1.60;-0.33%
PIN;Pantheon International Plc;274.50;-3.50;-1.26%
PAG;Paragon Banking Group plc;462.60;-1.80;-0.39%
PNN;Pennon Group;944.00;+5.50;+0.59%
PNL;Personal Assets Trust plc;482.00;-2.50;-0.52%
PHLL;Petershill Partners plc;179.20;-2.80;-1.54%
PFC;Petrofac;87.60;+6.50;+8.01%
PETS;Pets At Home Group PLC;271.60;+6.40;+2.41%
PTEC;Playtech plc;559.00;-3.50;-0.62%
PLUS;Plus500 Ltd;1,935.00;+3.00;+0.16%
PCT;Polar Capital Technology Trust plc;1,912.00;-26.00;-1.34%
PFD;Premier Foods plc;106.40;+1.60;+1.53%
PHP;Primary Health Properties plc;112.70;+2.10;+1.90%
PRTC;Puretech Health plc;294.00;+7.50;+2.62%
PZC;PZ Cussons Plc;211.00;+0.50;+0.24%
QQ.;QinetiQ Group plc;347.40;-0.60;-0.17%
QLT;Quilter plc;101.35;+2.19;+2.21%
RAT;Rathbones Group plc;2,085.00;-30.00;-1.42%
REDD;Redde Northgate plc;374.00;-4.00;-1.06%
RDW;Redrow plc;467.80;-1.20;-0.26%
RSW;Renishaw plc;3,850.00;+92.00;+2.45%
RHIM;RHI Magnesita NV;2,234.00;+56.00;+2.57%
RCP;RIT Capital Partners plc;2,160.00;-105.00;-4.64%
ROR;Rotork plc;310.80;+1.00;+0.32%
RPS;Rps Group plc;219.00;-1.00;-0.45%
RICA;Ruffer Investment Co Ltd;314.00;+0.50;+0.16%
SAFE;Safestore Holdings;950.00;+24.50;+2.65%
SVS;Savills plc;939.00;-13.00;-1.37%
SDP;Schroder Asia Pacific Fund;514.00;-3.00;-0.58%
SOI;Schroder Oriental Income Fund;254.50;-1.50;-0.59%
SAIN;Scottish American Investment Co plc;516.00;-4.00;-0.77%
SEIT;SDCL Energy Efficiency Income Trust Plc;105.00;-0.80;-0.76%
SEQI;Sequoia Economic Infrastructure Income Fund Ltd;87.10;-1.50;-1.69%
SRP;Serco Group plc;172.60;+0.40;+0.23%
SHB;Shaftesbury;358.00;+1.60;+0.45%
SRE;Sirius Real Estate Limited;82.60;+1.80;+2.23%
SSON;Smithson Investment Trust Plc;1,338.00;-20.00;-1.47%
SCT;Softcat plc;1,304.00;-2.00;-0.15%
SXS;Spectris plc;3,229.00;+31.00;+0.97%
SPI;Spire Healthcare Group plc;235.00;-1.50;-0.63%
SPT;Spirent Communications plc;274.60;-9.40;-3.31%
SSPG;SSP Group plc;218.50;+8.50;+4.05%
SUPR;Supermarket Income REIT plc;105.50;0.00;0.00%
SYNC;Syncona Limited;177.00;-5.80;-3.17%
SYNT;Synthomer plc;133.50;+1.90;+1.44%
THRL;Target Healthcare REIT plc;79.40;+0.20;+0.25%
TATE;Tate & Lyle plc;738.20;+2.20;+0.30%
TBCG;TBC Bank Group Plc;2,200.00;0.00;0.00%
TEP;Telecom Plus plc;2,410.00;-90.00;-3.60%
TMPL;Temple Bar Investment Trust plc;229.00;0.00;0.00%
TEM;Templeton Emerging Markets Investment Trust plc;147.60;-0.80;-0.54%
GSCT;The Global Smaller Companies Trust Plc;148.00;-1.00;-0.67%
TRIG;The Renewables Infrastructure Group Limited;131.00;-1.20;-0.91%
TIFS;TI Fluid Systems plc;126.80;-3.00;-2.31%
TCAP;TP ICAP Finance plc;175.20;-3.50;-1.96%
TRY;TR Property Investment Trust plc;319.00;+2.00;+0.63%
TRN;Trainline plc;320.70;-15.10;-4.50%
TPK;Travis Perkins plc;953.00;+4.40;+0.46%
BBOX;Tritax Big Box REIT plc;147.40;+1.80;+1.24%
EBOX;Tritax Eurobox Plc;65.50;+0.10;+0.15%
TUI;TUI AG;145.45;+0.80;+0.55%
TLW;Tullow Oil plc;42.22;-1.58;-3.61%
TFIF;TwentyFour Income Fund Ltd;97.40;-0.20;-0.20%
UKCM;UK Commercial Property Reit Limited;59.80;+0.90;+1.53%
SHED;Urban Logistics REIT plc;142.50;+3.00;+2.15%
VSVS;Vesuvius plc;388.40;-1.60;-0.41%
VCT;Victrex;1,803.00;+4.00;+0.22%
VID;Videndum plc;1,226.00;-14.00;-1.13%
VEIL;Vietnam Enterprise Investments Ltd;593.00;+8.00;+1.37%
VOF;VinaCapital Vietnam Opportunity Fund Ltd;442.00;+2.50;+0.57%
VMUK;Virgin Money UK plc;177.65;+6.05;+3.53%
VTY;Vistry Group Plc;620.00;-10.50;-1.67%
FAN;Volution Group plc;356.00;+0.50;+0.14%
WPS;WAG Payment Solutions plc;80.00;0.00;0.00%
WHR;Warehouse REIT plc;111.80;+2.80;+2.57%
WOSG;Watches Of Switzerland Group plc;1,018.00;-19.00;-1.83%
WEIR;Weir Group plc;1,759.50;-10.50;-0.59%
SMWH;WH Smith Plc;1,442.50;+35.50;+2.52%
WTAN;Witan Investment Trust plc;222.50;-2.00;-0.89%
WIZZ;Wizz Air Holdings plc;2,363.00;+63.00;+2.74%
WG.;Wood Group (John) Plc;131.15;-0.95;-0.72%
WKP;Workspace Group Plc;426.60;-4.00;-0.93%
WWH;Worldwide Healthcare Trust plc;3,305.00;-50.00;-1.49%
